D
Save the Children-Denmark,0.36231884057971014
Comite de Coordination Generale Gabon,0.13043478260869565
United Kingdom Department for International Development (DFID),0.36231884057971014
World Vision,0.36231884057971014
Red Crescent societies,0.5507246376811594
Bernard-Nocht Institute for Tropical Medicine,0.2028985507246377
World Food Programme,0.4782608695652174
MSF Holland,0.17391304347826086
Ministry of Health of Uganda,0.37681159420289856
USAID,0.36231884057971014
WHO_AFRO,0.6086956521739131
NICD South Africa,0.13043478260869565
ACORD-UK,0.36231884057971014
WHO HQ,0.5072463768115942
MSF,0.043478260869565216
MSF Belgium,0.4927536231884058
WHO Collaborating Centre,0.4057971014492754
Ministry of Health Gabon,0.13043478260869565
ECDC,0.2028985507246377
African Medical and Research Foundation,0.36231884057971014
National Institute of Virology (NIV-South Africa),0.36231884057971014
Epicentre France,0.4782608695652174
French Cooperation,0.17391304347826086
Comite Politique Interministeriel,0.13043478260869565
Catholic Relief Services,0.36231884057971014
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,0.043478260869565216
London School of Hygiene and Tropical Medicine,0.2028985507246377
ICRC,0.36231884057971014
United Nations High Commission for Refugees (UNHCR),0.17391304347826086
UNICEF,0.5362318840579711
National Control Committee DRC,0.17391304347826086
Medair,0.11594202898550725
Sendai Quarantine Station,0.36231884057971014
Swiss Agency for Development and Cooperation,0.2028985507246377
WHO Uganda,0.37681159420289856
National University Singapore,0.2028985507246377
National Task Force Uganda,0.36231884057971014
Hopital  Cantonal in Geneva,0.2028985507246377
WHO Congo Brazzaville,0.17391304347826086
National Coordination Committee DRC,0.17391304347826086
Ministry of Health Algeria,0.043478260869565216
Comite de Coordination Technique et Scientifique de Lutte Gabon,0.13043478260869565
MSF France,0.08695652173913043
Institut Pasteur Madagascar,0.11594202898550725
WHO Gabon,0.13043478260869565
Action Contre la Faim,0.36231884057971014
MSF International,0.36231884057971014
Congolese Ministries of Defence and Foresty,0.17391304347826086
African Field Epidemiology Network,0.2028985507246377
ECHO,0.17391304347826086
IRD,0.17391304347826086
Lacor Hospital,0.36231884057971014
Comite Provincial Gabon,0.13043478260869565
ISS Italy,0.36231884057971014
Public Health Agency of Canada,0.2028985507246377
WHO DRC,0.43478260869565216
MONUC,0.2898550724637681
Congolese Red Cross (DRC),0.13043478260869565
Interchurch Medical Assistance (IMA World Health),0.2028985507246377
WHO South Sudan Early Warning and Response Network (EWARN),0.08695652173913043
Caritas (Belgium),0.13043478260869565
Institut Pasteur France,0.2463768115942029
National de Recherches Biologiques (INRB),0.13043478260869565
CIRMF,0.5652173913043478
Ministry of Health DRC,0.2753623188405797
MSF Switzerland,0.11594202898550725
Institut de la Recherche Biomedicale,0.11594202898550725
National Institute for Infectious Diseases Japan,0.36231884057971014
CDC Atlanta,0.6956521739130435
Kenya Medical Research Institute (KEMRI),0.08695652173913043
C
Save the Children-Denmark,0.6106194690265486
Comite de Coordination Generale Gabon,0.5227272727272727
United Kingdom Department for International Development (DFID),0.6106194690265486
World Vision,0.6106194690265486
Red Crescent societies,0.6764705882352942
Bernard-Nocht Institute for Tropical Medicine,0.552
World Food Programme,0.6571428571428571
MSF Holland,0.5227272727272727
Ministry of Health of Uganda,0.6160714285714286
USAID,0.6106194690265486
WHO_AFRO,0.71875
NICD South Africa,0.5267175572519084
ACORD-UK,0.6106194690265486
WHO HQ,0.6699029126213593
MSF,0.41317365269461076
MSF Belgium,0.6634615384615384
WHO Collaborating Centre,0.6272727272727273
Ministry of Health Gabon,0.5227272727272727
ECDC,0.552
African Medical and Research Foundation,0.6106194690265486
National Institute of Virology (NIV-South Africa),0.6106194690265486
Epicentre France,0.6571428571428571
French Cooperation,0.5227272727272727
Comite Politique Interministeriel,0.5227272727272727
Catholic Relief Services,0.6106194690265486
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,0.4233128834355828
London School of Hygiene and Tropical Medicine,0.552
ICRC,0.6106194690265486
United Nations High Commission for Refugees (UNHCR),0.5227272727272727
UNICEF,0.6831683168316832
National Control Committee DRC,0.5227272727272727
Medair,0.518796992481203
Sendai Quarantine Station,0.6106194690265486
Swiss Agency for Development and Cooperation,0.552
WHO Uganda,0.6160714285714286
National University Singapore,0.552
National Task Force Uganda,0.6106194690265486
Hopital  Cantonal in Geneva,0.552
WHO Congo Brazzaville,0.5227272727272727
National Coordination Committee DRC,0.5227272727272727
Ministry of Health Algeria,0.4233128834355828
Comite de Coordination Technique et Scientifique de Lutte Gabon,0.5227272727272727
MSF France,0.4825174825174825
Institut Pasteur Madagascar,0.518796992481203
WHO Gabon,0.5227272727272727
Action Contre la Faim,0.6106194690265486
MSF International,0.6106194690265486
Congolese Ministries of Defence and Foresty,0.5227272727272727
African Field Epidemiology Network,0.552
ECHO,0.5227272727272727
IRD,0.5227272727272727
Lacor Hospital,0.6106194690265486
Comite Provincial Gabon,0.5227272727272727
ISS Italy,0.6106194690265486
Public Health Agency of Canada,0.552
WHO DRC,0.6388888888888888
MONUC,0.5847457627118644
Congolese Red Cross (DRC),0.5267175572519084
Interchurch Medical Assistance (IMA World Health),0.552
WHO South Sudan Early Warning and Response Network (EWARN),0.4825174825174825
Caritas (Belgium),0.5267175572519084
Institut Pasteur France,0.5655737704918032
National de Recherches Biologiques (INRB),0.5267175572519084
CIRMF,0.696969696969697
Ministry of Health DRC,0.5655737704918032
MSF Switzerland,0.518796992481203
Institut de la Recherche Biomedicale,0.518796992481203
National Institute for Infectious Diseases Japan,0.6106194690265486
CDC Atlanta,0.7666666666666667
Kenya Medical Research Institute (KEMRI),0.4825174825174825
B
Save the Children-Denmark,0.0003143104641524229
Comite de Coordination Generale Gabon,0.0010540198729192464
United Kingdom Department for International Development (DFID),0.0003143104641524229
World Vision,0.0003143104641524229
Red Crescent societies,0.00014297889154578453
Bernard-Nocht Institute for Tropical Medicine,0.0006714917598735387
World Food Programme,0.03594127027158938
MSF Holland,2.975811611286261e-05
Ministry of Health of Uganda,0.007325873780063562
USAID,0.0003143104641524229
WHO_AFRO,0.14239944095602372
NICD South Africa,0.0006177387657853717
ACORD-UK,0.0003143104641524229
WHO HQ,0.048080649245836535
MSF,5.5800976517089055e-05
MSF Belgium,0.06321930722682677
WHO Collaborating Centre,0.03757986886142438
Ministry of Health Gabon,0.0010540198729192464
ECDC,0.0006714917598735387
African Medical and Research Foundation,0.0003143104641524229
National Institute of Virology (NIV-South Africa),0.0003143104641524229
Epicentre France,0.03860216219484929
French Cooperation,2.975811611286261e-05
Comite Politique Interministeriel,0.0010540198729192464
Catholic Relief Services,0.0003143104641524229
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,0.0
London School of Hygiene and Tropical Medicine,0.0006714917598735387
ICRC,0.0003143104641524229
United Nations High Commission for Refugees (UNHCR),2.975811611286261e-05
UNICEF,0.05607777838409834
National Control Committee DRC,2.975811611286261e-05
Medair,0.00014586015486038977
Sendai Quarantine Station,0.0003143104641524229
Swiss Agency for Development and Cooperation,0.0006714917598735387
WHO Uganda,0.007325873780063562
National University Singapore,0.0006714917598735387
National Task Force Uganda,0.0003143104641524229
Hopital  Cantonal in Geneva,0.0006714917598735387
WHO Congo Brazzaville,2.975811611286261e-05
National Coordination Committee DRC,2.975811611286261e-05
Ministry of Health Algeria,0.0
Comite de Coordination Technique et Scientifique de Lutte Gabon,0.0010540198729192464
MSF France,0.00027242983680593046
Institut Pasteur Madagascar,0.00014586015486038977
WHO Gabon,1.4698533086397977e-05
Action Contre la Faim,0.0003143104641524229
MSF International,0.0003143104641524229
Congolese Ministries of Defence and Foresty,2.975811611286261e-05
African Field Epidemiology Network,0.0006714917598735387
ECHO,2.975811611286261e-05
IRD,2.975811611286261e-05
Lacor Hospital,0.0003143104641524229
Comite Provincial Gabon,0.0010540198729192464
ISS Italy,0.0003143104641524229
Public Health Agency of Canada,0.0006714917598735387
WHO DRC,0.040897173739057296
MONUC,0.008855329571442104
Congolese Red Cross (DRC),0.0006177387657853717
Interchurch Medical Assistance (IMA World Health),0.0006714917598735387
WHO South Sudan Early Warning and Response Network (EWARN),0.00027242983680593046
Caritas (Belgium),0.0006177387657853717
Institut Pasteur France,0.026822386900538498
National de Recherches Biologiques (INRB),0.0006177387657853717
CIRMF,0.12369867051668497
Ministry of Health DRC,0.020492345170969484
MSF Switzerland,0.00014586015486038977
Institut de la Recherche Biomedicale,0.00014586015486038977
National Institute for Infectious Diseases Japan,0.0003143104641524229
CDC Atlanta,0.15914113177361783
Kenya Medical Research Institute (KEMRI),0.00027242983680593046
L
Save the Children-Denmark,1.0
Comite de Coordination Generale Gabon,1.0
United Kingdom Department for International Development (DFID),1.0
World Vision,1.0
Red Crescent societies,0.5888888888888889
Bernard-Nocht Institute for Tropical Medicine,1.0
World Food Programme,0.6590909090909091
MSF Holland,1.0
Ministry of Health of Uganda,0.9292307692307692
USAID,1.0
WHO_AFRO,0.4727061556329849
NICD South Africa,1.0
ACORD-UK,1.0
WHO HQ,0.584873949579832
MSF,1.0
MSF Belgium,0.3582887700534759
WHO Collaborating Centre,0.8042328042328042
Ministry of Health Gabon,1.0
ECDC,1.0
African Medical and Research Foundation,1.0
National Institute of Virology (NIV-South Africa),1.0
Epicentre France,0.6515151515151515
French Cooperation,1.0
Comite Politique Interministeriel,1.0
Catholic Relief Services,1.0
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,1.0
London School of Hygiene and Tropical Medicine,1.0
ICRC,1.0
United Nations High Commission for Refugees (UNHCR),1.0
UNICEF,0.5435435435435435
National Control Committee DRC,1.0
Medair,1.0
Sendai Quarantine Station,1.0
Swiss Agency for Development and Cooperation,1.0
WHO Uganda,0.9292307692307692
National University Singapore,1.0
National Task Force Uganda,1.0
Hopital  Cantonal in Geneva,1.0
WHO Congo Brazzaville,1.0
National Coordination Committee DRC,1.0
Ministry of Health Algeria,1.0
Comite de Coordination Technique et Scientifique de Lutte Gabon,1.0
MSF France,1.0
Institut Pasteur Madagascar,1.0
WHO Gabon,1.0
Action Contre la Faim,1.0
MSF International,1.0
Congolese Ministries of Defence and Foresty,1.0
African Field Epidemiology Network,1.0
ECHO,1.0
IRD,1.0
Lacor Hospital,1.0
Comite Provincial Gabon,1.0
ISS Italy,1.0
Public Health Agency of Canada,1.0
WHO DRC,0.4
MONUC,0.6631578947368421
Congolese Red Cross (DRC),1.0
Interchurch Medical Assistance (IMA World Health),1.0
WHO South Sudan Early Warning and Response Network (EWARN),1.0
Caritas (Belgium),1.0
Institut Pasteur France,0.6985294117647058
National de Recherches Biologiques (INRB),1.0
CIRMF,0.3252361673414305
Ministry of Health DRC,0.5672514619883041
MSF Switzerland,1.0
Institut de la Recherche Biomedicale,1.0
National Institute for Infectious Diseases Japan,1.0
CDC Atlanta,0.4015957446808511
Kenya Medical Research Institute (KEMRI),1.0
