D
Institute of Tropical Medicine Belgium,0.23255813953488372
Ministry of Health Mali,0.023255813953488372
Institut Pasteur Viet Nam,0.2558139534883721
Red Crescent societies,0.46511627906976744
Bernard-Nocht Institute for Tropical Medicine,0.23255813953488372
MSF Holland,0.27906976744186046
Tropical Medicine London,0.23255813953488372
WHO_AFRO,0.41860465116279066
Department of Health in Hong Kong,0.06976744186046512
Ministry of Health in Beijing,0.06976744186046512
WHO HQ,0.23255813953488372
MSF,0.2558139534883721
CDC Taiwan,0.023255813953488372
National Health Service Viet Nam,0.2558139534883721
WHO Collaborating Centre,0.06976744186046512
United Nations High Commission for Refugees (UNHCR),0.27906976744186046
Epicentre France,0.2558139534883721
French Cooperation,0.27906976744186046
London School of Hygiene,0.23255813953488372
WHO,0.046511627906976744
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,0.06976744186046512
Ministry of Health in Singapore,0.023255813953488372
Global Influenza Surveillance Network,0.06976744186046512
MSF Luxembourg,0.023255813953488372
National Health Service UK,0.2558139534883721
WHO China,0.023255813953488372
WHO Congo Brazzaville,0.41860465116279066
National Coordination Committee DRC,0.27906976744186046
ECHO,0.27906976744186046
Hong Kong National Influenza Center,0.06976744186046512
Institut Pasteur France,0.32558139534883723
Centre of International Health Australia,0.2558139534883721
Congolese Ministries of Defence and Foresty,0.27906976744186046
WHO_WPRO,0.2558139534883721
IRD,0.27906976744186046
Central Field Epidemiology Group Smittskyddsinstitutet (SMI),0.2558139534883721
Institut de veille sanitaire,0.2558139534883721
National Control Committee DRC,0.27906976744186046
CIRMF,0.41860465116279066
Ministry of Health DRC,0.41860465116279066
Chinese Ministry of Health,0.023255813953488372
Ministry of Health Algeria,0.06976744186046512
Robert Koch Institute Germany,0.2558139534883721
CDC Atlanta,0.4883720930232558
C
Institute of Tropical Medicine Belgium,0.4177886576907384
Ministry of Health Mali,0.023255813953488372
Institut Pasteur Viet Nam,0.3903926801372474
Red Crescent societies,0.4859990507831039
Bernard-Nocht Institute for Tropical Medicine,0.4177886576907384
MSF Holland,0.34512976070104484
Tropical Medicine London,0.4177886576907384
WHO_AFRO,0.4859990507831039
Department of Health in Hong Kong,0.06976744186046512
Ministry of Health in Beijing,0.06976744186046512
WHO HQ,0.4177886576907384
MSF,0.3903926801372474
CDC Taiwan,0.031007751937984496
National Health Service Viet Nam,0.3903926801372474
WHO Collaborating Centre,0.27372360331462176
United Nations High Commission for Refugees (UNHCR),0.34512976070104484
Epicentre France,0.3903926801372474
French Cooperation,0.34512976070104484
London School of Hygiene,0.4177886576907384
WHO,0.046511627906976744
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,0.27372360331462176
Ministry of Health in Singapore,0.031007751937984496
Global Influenza Surveillance Network,0.06976744186046512
MSF Luxembourg,0.023255813953488372
National Health Service UK,0.3903926801372474
WHO China,0.023255813953488372
WHO Congo Brazzaville,0.4859990507831039
National Coordination Committee DRC,0.34512976070104484
ECHO,0.34512976070104484
Hong Kong National Influenza Center,0.06976744186046512
Institut Pasteur France,0.41058540497193263
Centre of International Health Australia,0.3903926801372474
Congolese Ministries of Defence and Foresty,0.34512976070104484
WHO_WPRO,0.3903926801372474
IRD,0.34512976070104484
Central Field Epidemiology Group Smittskyddsinstitutet (SMI),0.3903926801372474
Institut de veille sanitaire,0.3903926801372474
National Control Committee DRC,0.34512976070104484
CIRMF,0.4859990507831039
Ministry of Health DRC,0.4859990507831039
Chinese Ministry of Health,0.023255813953488372
Ministry of Health Algeria,0.27372360331462176
Robert Koch Institute Germany,0.3903926801372474
CDC Atlanta,0.5538128718226067
B
Institute of Tropical Medicine Belgium,0.0025987449243263204
Ministry of Health Mali,0.0
Institut Pasteur Viet Nam,0.0
Red Crescent societies,0.0
Bernard-Nocht Institute for Tropical Medicine,0.0025987449243263204
MSF Holland,0.00044296788482834997
Tropical Medicine London,0.0025987449243263204
WHO_AFRO,0.046423034330011076
Department of Health in Hong Kong,0.0
Ministry of Health in Beijing,0.0
WHO HQ,0.0025987449243263204
MSF,0.0
CDC Taiwan,0.0
National Health Service Viet Nam,0.0
WHO Collaborating Centre,0.0
United Nations High Commission for Refugees (UNHCR),0.00044296788482834997
Epicentre France,0.0
French Cooperation,0.00044296788482834997
London School of Hygiene,0.0025987449243263204
WHO,0.0011074197120708748
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,0.0
Ministry of Health in Singapore,0.0
Global Influenza Surveillance Network,0.0
MSF Luxembourg,0.0
National Health Service UK,0.0
WHO China,0.0
WHO Congo Brazzaville,0.046423034330011076
National Coordination Committee DRC,0.00044296788482834997
ECHO,0.00044296788482834997
Hong Kong National Influenza Center,0.0
Institut Pasteur France,0.0963455149501661
Centre of International Health Australia,0.0
Congolese Ministries of Defence and Foresty,0.00044296788482834997
WHO_WPRO,0.0
IRD,0.00044296788482834997
Central Field Epidemiology Group Smittskyddsinstitutet (SMI),0.0
Institut de veille sanitaire,0.0
National Control Committee DRC,0.00044296788482834997
CIRMF,0.046423034330011076
Ministry of Health DRC,0.046423034330011076
Chinese Ministry of Health,0.0
Ministry of Health Algeria,0.0
Robert Koch Institute Germany,0.0
CDC Atlanta,0.28166851236618684
L
Institute of Tropical Medicine Belgium,1.0
Ministry of Health Mali,0.0
Institut Pasteur Viet Nam,1.0
Red Crescent societies,0.6862745098039216
Bernard-Nocht Institute for Tropical Medicine,1.0
MSF Holland,1.0
Tropical Medicine London,1.0
WHO_AFRO,0.6862745098039216
Department of Health in Hong Kong,1.0
Ministry of Health in Beijing,1.0
WHO HQ,1.0
MSF,1.0
CDC Taiwan,0.0
National Health Service Viet Nam,1.0
WHO Collaborating Centre,1.0
United Nations High Commission for Refugees (UNHCR),1.0
Epicentre France,1.0
French Cooperation,1.0
London School of Hygiene,1.0
WHO,0.0
Kazakh Scientific Centre for Quarantine and Zoonotic Disease,1.0
Ministry of Health in Singapore,0.0
Global Influenza Surveillance Network,1.0
MSF Luxembourg,0.0
National Health Service UK,1.0
WHO China,0.0
WHO Congo Brazzaville,0.6862745098039216
National Coordination Committee DRC,1.0
ECHO,1.0
Hong Kong National Influenza Center,1.0
Institut Pasteur France,0.6373626373626373
Centre of International Health Australia,1.0
Congolese Ministries of Defence and Foresty,1.0
WHO_WPRO,1.0
IRD,1.0
Central Field Epidemiology Group Smittskyddsinstitutet (SMI),1.0
Institut de veille sanitaire,1.0
National Control Committee DRC,1.0
CIRMF,0.6862745098039216
Ministry of Health DRC,0.6862745098039216
Chinese Ministry of Health,0.0
Ministry of Health Algeria,1.0
Robert Koch Institute Germany,1.0
CDC Atlanta,0.47619047619047616
