D
CDC Iraq,0.6000000000000001
Minister of Health Turkey,0.30000000000000004
UNICEF,0.6000000000000001
WHO collaborating laboratory UK,0.30000000000000004
OIE,0.6000000000000001
WHO,0.6000000000000001
WHO_Euro,0.30000000000000004
WHO United Kingdom,0.6000000000000001
FAO,0.6000000000000001
MRC National Institute for Medical Research in Mill Hill London,0.30000000000000004
NAMRU-3 Egypt,0.6000000000000001
C
CDC Iraq,0.6
Minister of Health Turkey,0.3
UNICEF,0.6
WHO collaborating laboratory UK,0.3
OIE,0.6
WHO,0.6
WHO_Euro,0.3
WHO United Kingdom,0.6
FAO,0.6
MRC National Institute for Medical Research in Mill Hill London,0.3
NAMRU-3 Egypt,0.6
B
CDC Iraq,0.01
Minister of Health Turkey,0.0
UNICEF,0.01
WHO collaborating laboratory UK,0.0
OIE,0.01
WHO,0.0
WHO_Euro,0.0
WHO United Kingdom,0.01
FAO,0.0
MRC National Institute for Medical Research in Mill Hill London,0.0
NAMRU-3 Egypt,0.0
L
CDC Iraq,1.0
Minister of Health Turkey,1.0
UNICEF,1.0
WHO collaborating laboratory UK,1.0
OIE,1.0
WHO,1.0
WHO_Euro,1.0
WHO United Kingdom,1.0
FAO,1.0
MRC National Institute for Medical Research in Mill Hill London,1.0
NAMRU-3 Egypt,1.0
