D
National Institute of Virology (NIV-South Africa),0.46153846153846156
Ministry of Health Mali,0.07692307692307693
FAO,0.38461538461538464
Japan National Institute for Infectious Diseases,0.15384615384615385
National Health Laboratory Service (NHLS),0.38461538461538464
Hong Kong National Influenza Center,0.3076923076923077
Department of Health in Hong Kong,0.23076923076923078
Ministry of Health in Beijing,0.23076923076923078
Global Influenza Surveillance Network,0.46153846153846156
EPIET,0.15384615384615385
NAMRU-3 Egypt,0.38461538461538464
MSF Luxembourg,0.07692307692307693
CDC Atlanta,0.46153846153846156
Ministry of Health Saudi Arabia,0.38461538461538464
C
National Institute of Virology (NIV-South Africa),0.46153846153846156
Ministry of Health Mali,0.07692307692307693
FAO,0.3956043956043956
Japan National Institute for Infectious Diseases,0.20512820512820512
National Health Laboratory Service (NHLS),0.3956043956043956
Hong Kong National Influenza Center,0.3076923076923077
Department of Health in Hong Kong,0.24615384615384617
Ministry of Health in Beijing,0.24615384615384617
Global Influenza Surveillance Network,0.3076923076923077
EPIET,0.27692307692307694
NAMRU-3 Egypt,0.3956043956043956
MSF Luxembourg,0.07692307692307693
CDC Atlanta,0.46153846153846156
Ministry of Health Saudi Arabia,0.3956043956043956
B
National Institute of Virology (NIV-South Africa),0.02564102564102564
Ministry of Health Mali,0.0
FAO,0.0021367521367521365
Japan National Institute for Infectious Diseases,0.0
National Health Laboratory Service (NHLS),0.0021367521367521365
Hong Kong National Influenza Center,0.02564102564102564
Department of Health in Hong Kong,0.00641025641025641
Ministry of Health in Beijing,0.00641025641025641
Global Influenza Surveillance Network,0.0
EPIET,0.0021367521367521365
NAMRU-3 Egypt,0.0021367521367521365
MSF Luxembourg,0.0
CDC Atlanta,0.02564102564102564
Ministry of Health Saudi Arabia,0.0021367521367521365
L
National Institute of Virology (NIV-South Africa),0.7333333333333333
Ministry of Health Mali,0.0
FAO,1.0
Japan National Institute for Infectious Diseases,1.0
National Health Laboratory Service (NHLS),1.0
Hong Kong National Influenza Center,0.6666666666666666
Department of Health in Hong Kong,1.0
Ministry of Health in Beijing,1.0
Global Influenza Surveillance Network,0.6666666666666666
EPIET,1.0
NAMRU-3 Egypt,1.0
MSF Luxembourg,0.0
CDC Atlanta,0.7333333333333333
Ministry of Health Saudi Arabia,1.0
